"file","year.x","state","density","Gender","time","year.y"
"1931_Vermont_Rutland_Rutland_13-2.png",1931,"Vermont",0.134271449552318,"Male","(1929,1934]",1931
"1933_Pennsylvania_Pittsburgh_South_12-14.png",1933,"Pennsylvania",0.235016173687754,"Female","(1929,1934]",1933
"1933_Vermont_Rutland_Rutland_14-7.png",1933,"Vermont",0.227513736891621,"Female","(1929,1934]",1933
"1933_Washington_Bellingham_Whatcom_2-3.png",1933,"Washington",0.133004463645753,"Male","(1929,1934]",1933
"1935_Vermont_Rutland_Rutland_13-3.png",1935,"Vermont",0.112308801913085,"Male","(1934,1939]",1935
"1935_Vermont_Rutland_Rutland_3-9.png",1935,"Vermont",0.215623907774785,"Female","(1934,1939]",1935
"1937_Missouri_Kansas-City_Paseo_f-15-17.png",1937,"Missouri",0.103349354607822,"Male","(1934,1939]",1937
"1939_Vermont_Rutland_Rutland_9-3.png",1939,"Vermont",0.206234520251285,"Female","(1934,1939]",1939
"1940_Virginia_Arlington_Washington-Lee_f-2-18.png",1940,"Virginia",0.128744923143481,"Male","(1939,1944]",1940
"1942_Pennsylvania_Pittsburgh_Carrick_3-9.png",1942,"Pennsylvania",0.291772354299438,"Female","(1939,1944]",1942
"1943_Vermont_Rutland_Rutland_0-6.png",1943,"Vermont",0.273020923766135,"Female","(1939,1944]",1943
"1944_Ohio_Cleveland_Collinwood_f-33-2.png",1944,"Ohio",0.121596558474017,"Male","(1939,1944]",1944
"1945_New-York_Brooklyn_Samuel-J-Tilden_f-51-3.png",1945,"New-York",0.331888131476143,"Female","(1944,1949]",1945
"1945_Ohio_Cleveland_Collinwood_19-00.png",1945,"Ohio",0.307016672018128,"Female","(1944,1949]",1945
"1948_New-York_Brooklyn_Thomas-Jefferson_29-2.png",1948,"New-York",0.135166095859664,"Male","(1944,1949]",1948
"1948_New-York_Brooklyn_Thomas-Jefferson_64-0.png",1948,"New-York",0.129735056151785,"Male","(1944,1949]",1948
"1950_Virginia_Arlington_Washington-Lee_31-7.png",1950,"Virginia",0.250332386648117,"Female","(1949,1954]",1950
"1951_North-Carolina_Madison_Madison_1-7.png",1951,"North-Carolina",0.10733784397434,"Male","(1949,1954]",1951
"1952_Arizona_Douglas_Douglas_5-7.png",1952,"Arizona",0.113864097324545,"Male","(1949,1954]",1952
"1952_Virginia_Arlington_Washington-Lee_17-7.png",1952,"Virginia",0.219115608828268,"Female","(1949,1954]",1952
"1955_California_Brentwood_Liberty-Union_10-4.png",1955,"California",0.215467097436007,"Female","(1954,1959]",1955
"1955_North-Carolina_Lincolnton_Lincolnton_1-8.png",1955,"North-Carolina",0.0916298616339015,"Male","(1954,1959]",1955
"1958_California_Brentwood_Liberty-Union_12-4.png",1958,"California",0.215328071438821,"Female","(1954,1959]",1958
"1959_Indiana_Indianapolis_Broad-Ripple_f-10-23.png",1959,"Indiana",0.130351045561517,"Male","(1954,1959]",1959
"1960_California_San-Francisco_Abraham-Lincoln_15-24.png",1960,"California",0.246338359320237,"Female","(1959,1964]",1960
"1960_California_San-Francisco_Abraham-Lincoln_28-12.png",1960,"California",0.272098323850835,"Female","(1959,1964]",1960
"1960_Missouri_Kansas-City_Paseo_16-9.png",1960,"Missouri",0.106269443983743,"Male","(1959,1964]",1960
"1964_Wyoming_Lovell_Lovell_4-3.png",1964,"Wyoming",0.110416459677066,"Male","(1959,1964]",1964
"1967_California_San-Francisco_Abraham-Lincoln_35-6.png",1967,"California",0.135083269750971,"Male","(1964,1969]",1967
"1967_Florida_Miami_Norland_f-33-16.png",1967,"Florida",0.129360516036576,"Male","(1964,1969]",1967
"1968_California_San-Francisco_Abraham-Lincoln_23-7.png",1968,"California",0.247662329533703,"Female","(1964,1969]",1968
"1969_Michigan_Charlevoix_Charlevoix_f-7-6.png",1969,"Michigan",0.273842665495566,"Female","(1964,1969]",1969
"1972_Missouri_Kansas-City_Paseo_6-8.png",1972,"Missouri",0.192618253042416,"Male","(1969,1974]",1972
"1972_Virginia_Arlington_Washington-Lee_21-5.png",1972,"Virginia",0.296042610297098,"Female","(1969,1974]",1972
"1973_New-York_Brooklyn_Thomas-Jefferson_27-01.png",1973,"New-York",0.291248908799255,"Female","(1969,1974]",1973
"1973_Vermont_Rutland_Rutland_16-1.png",1973,"Vermont",0.17144321922744,"Male","(1969,1974]",1973
"1977_Massachusetts_Southbridge_Southbridge_2-2.png",1977,"Massachusetts",0.327206500062064,"Female","(1974,1979]",1977
