"filename","year","state","density"
"1922_Pennsylvania_Pittsburgh_South_1-2-hair.png",1922,"Pennsylvania",0.108319893677847
"1922_Pennsylvania_Pittsburgh_South_2-4-hair.png",1922,"Pennsylvania",0.158850359594721
"1922_Pennsylvania_Pittsburgh_South_3-1-hair.png",1922,"Pennsylvania",0.124755864730187
"1922_Pennsylvania_Pittsburgh_South_5-3-hair.png",1922,"Pennsylvania",0.108847905755125
"1922_Pennsylvania_Pittsburgh_South_5-5-hair.png",1922,"Pennsylvania",0.0846093872005119
"1923_Pennsylvania_Pittsburgh_Allegheny_13-6-hair.png",1923,"Pennsylvania",0.269820580715681
"1923_Pennsylvania_Pittsburgh_Allegheny_1-3-hair.png",1923,"Pennsylvania",0.3359461954259
"1923_Pennsylvania_Pittsburgh_Allegheny_14-2-hair.png",1923,"Pennsylvania",0.195169439219024
"1923_Pennsylvania_Pittsburgh_Allegheny_14-6-hair.png",1923,"Pennsylvania",0.0921043493204371
"1923_Pennsylvania_Pittsburgh_Allegheny_16-3-hair.png",1923,"Pennsylvania",0.252380803001184
"1923_Pennsylvania_Pittsburgh_Allegheny_1-8-hair.png",1923,"Pennsylvania",0.163049392775866
"1923_Pennsylvania_Pittsburgh_Allegheny_21-1-hair.png",1923,"Pennsylvania",0.189733642475678
"1923_Pennsylvania_Pittsburgh_Allegheny_2-1-hair.png",1923,"Pennsylvania",0.0896073688074299
"1923_Pennsylvania_Pittsburgh_Allegheny_22-4-hair.png",1923,"Pennsylvania",0.242641834722664
"1923_Pennsylvania_Pittsburgh_Allegheny_23-5-hair.png",1923,"Pennsylvania",0.11579083219822
"1923_Pennsylvania_Pittsburgh_Allegheny_28-2-hair.png",1923,"Pennsylvania",0.119508577537289
"1923_Pennsylvania_Pittsburgh_Allegheny_32-6-hair.png",1923,"Pennsylvania",0.105084510012168
"1923_Pennsylvania_Pittsburgh_Allegheny_4-1-hair.png",1923,"Pennsylvania",0.0873861492003021
"1923_Pennsylvania_Pittsburgh_Allegheny_4-6-hair.png",1923,"Pennsylvania",0.119445560263525
"1923_Pennsylvania_Pittsburgh_Allegheny_5-4-hair.png",1923,"Pennsylvania",0.067885473589971
"1923_Pennsylvania_Pittsburgh_Allegheny_7-2-hair.png",1923,"Pennsylvania",0.0679828120212929
