"filename","year","state","density"
"1922_Alabama_Birmingham_Jones-Valley_0-1-hair.png",1922,"Alabama",0.258094478044592
"1922_Alabama_Birmingham_Jones-Valley_2-0-hair.png",1922,"Alabama",0.297304551617963
"1922_Pennsylvania_Pittsburgh_South_2-1-hair.png",1922,"Pennsylvania",0.173138265216106
"1922_Pennsylvania_Pittsburgh_South_5-2-hair.png",1922,"Pennsylvania",0.181578780512083
"1922_Pennsylvania_Pittsburgh_South_5-4-hair.png",1922,"Pennsylvania",0.25785154187089
"1922_Pennsylvania_Pittsburgh_South_6-2-hair.png",1922,"Pennsylvania",0.28101834883413
"1923_Pennsylvania_Pittsburgh_Allegheny_1-1-hair.png",1923,"Pennsylvania",0.292581540910496
"1923_Pennsylvania_Pittsburgh_Allegheny_12-5-hair.png",1923,"Pennsylvania",0.309662605414285
"1923_Pennsylvania_Pittsburgh_Allegheny_1-2-hair.png",1923,"Pennsylvania",0.410844085989059
"1923_Pennsylvania_Pittsburgh_Allegheny_15-6-hair.png",1923,"Pennsylvania",0.238804193276821
"1923_Pennsylvania_Pittsburgh_Allegheny_15-9-hair.png",1923,"Pennsylvania",0.349963218716323
"1923_Pennsylvania_Pittsburgh_Allegheny_18-1-hair.png",1923,"Pennsylvania",0.319703409933176
"1923_Pennsylvania_Pittsburgh_Allegheny_18-7-hair.png",1923,"Pennsylvania",0.368735759394878
"1923_Pennsylvania_Pittsburgh_Allegheny_19-2-hair.png",1923,"Pennsylvania",0.2225769650666
"1923_Pennsylvania_Pittsburgh_Allegheny_20-1-hair.png",1923,"Pennsylvania",0.270505984984392
"1923_Pennsylvania_Pittsburgh_Allegheny_21-4-hair.png",1923,"Pennsylvania",0.231921522228252
"1923_Pennsylvania_Pittsburgh_Allegheny_21-7-hair.png",1923,"Pennsylvania",0.243454665188896
"1923_Pennsylvania_Pittsburgh_Allegheny_22-1-hair.png",1923,"Pennsylvania",0.306312633330174
"1923_Pennsylvania_Pittsburgh_Allegheny_24-7-hair.png",1923,"Pennsylvania",0.224526313495934
"1923_Pennsylvania_Pittsburgh_Allegheny_25-3-hair.png",1923,"Pennsylvania",0.37106722645968
"1923_Pennsylvania_Pittsburgh_Allegheny_26-5-hair.png",1923,"Pennsylvania",0.377926261577634
"1923_Pennsylvania_Pittsburgh_Allegheny_27-4-hair.png",1923,"Pennsylvania",0.340031088161607
"1923_Pennsylvania_Pittsburgh_Allegheny_28-7-hair.png",1923,"Pennsylvania",0.294572892163196
"1923_Pennsylvania_Pittsburgh_Allegheny_28-8-hair.png",1923,"Pennsylvania",0.285447332793009
"1923_Pennsylvania_Pittsburgh_Allegheny_29-2-hair.png",1923,"Pennsylvania",0.260222100400266
"1923_Pennsylvania_Pittsburgh_Allegheny_29-3-hair.png",1923,"Pennsylvania",0.351634117470477
"1923_Pennsylvania_Pittsburgh_Allegheny_31-2-hair.png",1923,"Pennsylvania",0.324640821819403
"1923_Pennsylvania_Pittsburgh_Allegheny_31-5-hair.png",1923,"Pennsylvania",0.267053253856032
"1923_Pennsylvania_Pittsburgh_Allegheny_3-2-hair.png",1923,"Pennsylvania",0.326374014198639
"1923_Pennsylvania_Pittsburgh_Allegheny_5-6-hair.png",1923,"Pennsylvania",0.411566604960017
"1923_Pennsylvania_Pittsburgh_Allegheny_6-1-hair.png",1923,"Pennsylvania",0.355024443911844
"1923_Pennsylvania_Pittsburgh_Allegheny_7-1-hair.png",1923,"Pennsylvania",0.280237167520218
"1923_Pennsylvania_Pittsburgh_Allegheny_7-5-hair.png",1923,"Pennsylvania",0.322623360074248
"1923_Pennsylvania_Pittsburgh_Allegheny_7-8-hair.png",1923,"Pennsylvania",0.314897308850203
"1923_Pennsylvania_Pittsburgh_Allegheny_9-5-hair.png",1923,"Pennsylvania",0.205249652322664
"1924_North-Carolina_Reidsville_Reidsville_6-1-hair.png",1924,"North-Carolina",0.252217438146944
"1925_Alabama_Birmingham_Jones-Valley_2-1-hair.png",1925,"Alabama",0.248699592607212
"1925_California_Brentwood_Liberty-Union_4-3-hair.png",1925,"California",0.274626049653811
"1925_North-Carolina_Lincolnton_Lincolnton_11-4-hair.png",1925,"North-Carolina",0.241311605693165
"1925_North-Carolina_Lincolnton_Lincolnton_1-3-hair.png",1925,"North-Carolina",0.222741137389834
"1925_North-Carolina_Lincolnton_Lincolnton_5-7-hair.png",1925,"North-Carolina",0.205618986730909
"1925_Oklahoma_Norman_University_0-1-hair.png",1925,"Oklahoma",0.211833179858344
"1925_Oklahoma_Norman_University_2-2-hair.png",1925,"Oklahoma",0.193592988725311
"1925_Oklahoma_Norman_University_2-3-hair.png",1925,"Oklahoma",0.31930473329383
"1925_Oregon_Portland_Washington_0-2-hair.png",1925,"Oregon",0.343944869882193
"1925_Oregon_Portland_Washington_10-2-hair.png",1925,"Oregon",0.144579540743675
"1925_Oregon_Portland_Washington_11-1-hair.png",1925,"Oregon",0.257344096503851
"1925_Oregon_Portland_Washington_11-4-hair.png",1925,"Oregon",0.295445126549297
"1925_Oregon_Portland_Washington_11-5-hair.png",1925,"Oregon",0.289566206515513
"1925_Oregon_Portland_Washington_11-7-hair.png",1925,"Oregon",0.270488643959111
"1925_Oregon_Portland_Washington_1-1-hair.png",1925,"Oregon",0.241021840043205
"1925_Oregon_Portland_Washington_12-6-hair.png",1925,"Oregon",0.225373974328111
"1925_Oregon_Portland_Washington_13-4-hair.png",1925,"Oregon",0.238242254230281
"1925_Oregon_Portland_Washington_13-6-hair.png",1925,"Oregon",0.288963530099464
"1925_Oregon_Portland_Washington_15-3-hair.png",1925,"Oregon",0.278388419994966
"1925_Oregon_Portland_Washington_17-2-hair.png",1925,"Oregon",0.122678118719065
"1925_Oregon_Portland_Washington_1-7-hair.png",1925,"Oregon",0.284932091904239
"1925_Oregon_Portland_Washington_19-5-hair.png",1925,"Oregon",0.251648090549107
"1925_Oregon_Portland_Washington_21-0-hair.png",1925,"Oregon",0.321955094963569
"1925_Oregon_Portland_Washington_22-0-hair.png",1925,"Oregon",0.328532515258277
"1925_Oregon_Portland_Washington_22-3-hair.png",1925,"Oregon",0.320926685410378
"1925_Oregon_Portland_Washington_22-4-hair.png",1925,"Oregon",0.295029381766348
"1925_Oregon_Portland_Washington_22-5-hair.png",1925,"Oregon",0.306159621448478
"1925_Oregon_Portland_Washington_2-2-hair.png",1925,"Oregon",0.464008924385735
"1925_Oregon_Portland_Washington_24-0-hair.png",1925,"Oregon",0.309629711763186
